Taxon	SCF1	GCF2	SBFA1	NCK3	SBFB2	NCF1	SBFA3	NBFB3	GCF1	SCFBF3	CS2	GCK3	SCK3	GCF3	GCFBF1	SBFB1	GBFB2	NCFBF3	NBFA3	CS1	SCF2	NBFB2	NBFA2	NCK1	NCK2	NBFA1	NBFB1	SCF3	SCK1	NCFBF1	GCFBF2	GCK1	SBFA2	CT3	CT1	SCFBF1	GBFB3	GBFA3	CT2	CS3	SCK2	GBFA2	NCF2	GBFB1	SCFBF2	SBFB3	NCF3	NCFBF2	GBFA1	GCFBF3	GCK2
Bacteria;Acidobacteriota;Acidobacteria_Gp21	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0
Bacteria;Acidobacteriota;Acidobacteria_Gp25	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Acidobacteriota;Acidobacteria_Gp3	37.0	47.0	4.0	81.0	28.0	60.0	3.0	47.0	2.0	16.0	0.0	35.0	7.0	64.0	47.0	39.0	70.0	57.0	54.0	3.0	11.0	57.0	43.0	66.0	94.0	44.0	60.0	16.0	12.0	44.0	30.0	32.0	1.0	188.0	92.0	23.0	49.0	69.0	74.0	0.0	46.0	83.0	29.0	21.0	24.0	28.0	35.0	52.0	38.0	16.0	1.0
Bacteria;Acidobacteriota;Acidobacteria_Gp4	1.0	11.0	0.0	9.0	1.0	7.0	0.0	12.0	5.0	0.0	0.0	3.0	1.0	20.0	3.0	2.0	5.0	28.0	5.0	1.0	0.0	4.0	4.0	15.0	6.0	6.0	10.0	0.0	0.0	46.0	1.0	10.0	0.0	8.0	10.0	1.0	1.0	12.0	11.0	0.0	0.0	4.0	2.0	2.0	0.0	3.0	11.0	21.0	3.0	1.0	0.0
Bacteria;Acidobacteriota;Acidobacteria_Gp5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	5.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	3.0	0.0	3.0	1.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0
Bacteria;Acidobacteriota;Acidobacteria_Gp6	280.0	157.0	75.0	196.0	64.0	459.0	113.0	207.0	40.0	175.0	172.0	123.0	72.0	208.0	89.0	153.0	726.0	291.0	268.0	5.0	108.0	41.0	169.0	482.0	179.0	158.0	63.0	97.0	233.0	163.0	287.0	279.0	110.0	266.0	160.0	152.0	355.0	654.0	102.0	2.0	146.0	180.0	76.0	162.0	150.0	261.0	312.0	307.0	220.0	102.0	3.0
Bacteria;Acidobacteriota;Acidobacteria_Gp7	0.0	5.0	1.0	6.0	0.0	14.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	3.0	30.0	2.0	5.0	1.0	0.0	0.0	8.0	23.0	10.0	3.0	3.0	0.0	0.0	0.0	6.0	4.0	0.0	27.0	29.0	0.0	1.0	20.0	7.0	0.0	0.0	1.0	2.0	0.0	3.0	0.0	10.0	2.0	8.0	0.0	0.0
Bacteria;Acidobacteriota;Acidobacteria_Gp9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Acidobacteriota;Blastocatellia	12.0	35.0	1.0	45.0	3.0	80.0	17.0	31.0	11.0	45.0	0.0	28.0	2.0	26.0	25.0	17.0	353.0	27.0	49.0	2.0	11.0	5.0	83.0	139.0	52.0	48.0	7.0	4.0	4.0	15.0	56.0	27.0	10.0	79.0	49.0	1.0	16.0	463.0	24.0	0.0	5.0	50.0	24.0	5.0	7.0	3.0	51.0	42.0	109.0	29.0	0.0
Bacteria;Acidobacteriota;Holophagae	0.0	0.0	21.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	10.0	12.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	157.0	0.0	0.0	9.0	79.0	0.0	0.0	0.0	0.0	5.0	0.0
Bacteria;Acidobacteriota;Other	0.0	15.0	3.0	19.0	1.0	21.0	4.0	53.0	3.0	0.0	0.0	20.0	0.0	29.0	4.0	0.0	8.0	17.0	7.0	0.0	2.0	2.0	52.0	28.0	8.0	33.0	4.0	0.0	2.0	34.0	20.0	21.0	6.0	28.0	12.0	0.0	3.0	100.0	13.0	0.0	1.0	23.0	7.0	1.0	2.0	4.0	20.0	29.0	100.0	2.0	0.0
Bacteria;Acidobacteriota;Terriglobia	1.0	33.0	6.0	37.0	17.0	31.0	0.0	16.0	0.0	2.0	0.0	12.0	6.0	14.0	28.0	3.0	30.0	15.0	18.0	4.0	27.0	77.0	9.0	40.0	81.0	26.0	85.0	5.0	1.0	4.0	15.0	10.0	0.0	97.0	141.0	2.0	23.0	11.0	62.0	0.0	14.0	39.0	24.0	9.0	22.0	0.0	8.0	12.0	12.0	9.0	0.0
Bacteria;Acidobacteriota;Vicinamibacteria	2.0	0.0	0.0	2.0	1.0	5.0	17.0	0.0	0.0	22.0	0.0	1.0	1.0	1.0	2.0	29.0	7.0	3.0	4.0	0.0	6.0	1.0	14.0	8.0	2.0	6.0	1.0	0.0	14.0	0.0	14.0	1.0	18.0	12.0	0.0	16.0	7.0	5.0	2.0	0.0	6.0	6.0	5.0	1.0	2.0	1.0	4.0	1.0	3.0	3.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia	222.0	143.0	42.0	219.0	85.0	232.0	86.0	276.0	46.0	108.0	7.0	198.0	82.0	201.0	97.0	226.0	365.0	225.0	292.0	11.0	54.0	79.0	370.0	301.0	127.0	169.0	94.0	51.0	121.0	116.0	265.0	198.0	82.0	326.0	212.0	104.0	239.0	224.0	171.0	5.0	159.0	194.0	163.0	85.0	117.0	103.0	199.0	218.0	196.0	56.0	3.0
Bacteria;Actinomycetota;Actinobacteria	4109.0	5012.0	4914.0	6731.0	8260.0	5544.0	5520.0	5593.0	3242.0	2091.0	6493.0	9548.0	3270.0	5213.0	10960.0	12605.0	5892.0	4738.0	14223.0	4266.0	1552.0	3077.0	10748.0	7138.0	4145.0	5035.0	3654.0	2471.0	2590.0	4569.0	4271.0	5406.0	5061.0	7973.0	10221.0	9480.0	5477.0	6080.0	11413.0	1837.0	5954.0	6284.0	11823.0	7682.0	7460.0	3742.0	4922.0	4725.0	7098.0	2438.0	496.0
Bacteria;Actinomycetota;Coriobacteriia	4.0	5.0	0.0	6.0	3.0	3.0	4.0	5.0	3.0	2.0	1.0	5.0	3.0	4.0	2.0	4.0	5.0	4.0	2.0	1.0	1.0	4.0	3.0	4.0	4.0	0.0	1.0	5.0	1.0	5.0	7.0	3.0	4.0	1.0	2.0	2.0	4.0	5.0	4.0	5.0	2.0	5.0	4.0	5.0	3.0	1.0	0.0	4.0	5.0	1.0	7.0
Bacteria;Actinomycetota;Nitriliruptoria	0.0	0.0	1.0	1.0	0.0	1.0	0.0	86.0	5.0	0.0	0.0	6.0	0.0	16.0	0.0	0.0	0.0	9.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	11.0	1.0	43.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	20.0	18.0	1.0	0.0
Bacteria;Actinomycetota;Other	23.0	39.0	3.0	52.0	4.0	52.0	4.0	319.0	51.0	9.0	4.0	37.0	3.0	172.0	10.0	21.0	53.0	262.0	21.0	10.0	0.0	19.0	64.0	80.0	46.0	45.0	28.0	20.0	21.0	21.0	65.0	336.0	7.0	92.0	26.0	14.0	17.0	97.0	33.0	0.0	14.0	25.0	28.0	9.0	5.0	13.0	162.0	231.0	78.0	8.0	3.0
Bacteria;Actinomycetota;Rubrobacteria	1.0	3.0	1.0	0.0	0.0	11.0	0.0	11.0	5.0	0.0	17.0	1.0	0.0	2.0	1.0	0.0	0.0	19.0	0.0	1.0	3.0	1.0	7.0	3.0	3.0	11.0	0.0	0.0	0.0	0.0	5.0	14.0	0.0	1.0	1.0	0.0	2.0	21.0	4.0	0.0	1.0	0.0	5.0	2.0	2.0	0.0	7.0	15.0	8.0	1.0	0.0
Bacteria;Actinomycetota;Thermoleophilia	171.0	344.0	120.0	460.0	259.0	461.0	152.0	540.0	109.0	92.0	161.0	289.0	101.0	502.0	368.0	420.0	557.0	437.0	236.0	72.0	140.0	494.0	622.0	659.0	750.0	488.0	742.0	508.0	228.0	187.0	632.0	349.0	135.0	1847.0	1372.0	433.0	305.0	1189.0	748.0	7.0	217.0	623.0	262.0	119.0	245.0	96.0	188.0	473.0	742.0	122.0	9.0
Bacteria;Armatimonadota;Armatimonadia	0.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	0.0	6.0	0.0	1.0	2.0	1.0	8.0	5.0	3.0	3.0	1.0	0.0	4.0	7.0	0.0	2.0	2.0	4.0	6.0	2.0	2.0	0.0	4.0	0.0	2.0	2.0	1.0	0.0	1.0	5.0	0.0	0.0	1.0	1.0	2.0	0.0	4.0	0.0	0.0	1.0	6.0	2.0	0.0
Bacteria;Armatimonadota;Chthonomonadia	0.0	1.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	13.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0
Bacteria;Armatimonadota;Fimbriimonadia	5.0	0.0	1.0	1.0	1.0	5.0	0.0	1.0	0.0	1.0	0.0	0.0	11.0	0.0	0.0	2.0	1.0	3.0	1.0	0.0	0.0	1.0	0.0	5.0	1.0	1.0	0.0	0.0	9.0	3.0	1.0	1.0	4.0	1.0	1.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	2.0	0.0	2.0	4.0	1.0	0.0
Bacteria;Armatimonadota;Unclassified	23.0	6.0	5.0	18.0	12.0	23.0	40.0	7.0	1.0	33.0	6.0	4.0	13.0	8.0	2.0	12.0	11.0	9.0	4.0	0.0	15.0	0.0	11.0	20.0	27.0	10.0	2.0	4.0	21.0	0.0	22.0	10.0	36.0	31.0	11.0	27.0	3.0	17.0	11.0	0.0	25.0	8.0	5.0	9.0	13.0	35.0	3.0	2.0	10.0	87.0	1.0
Bacteria;BRC1;Unclassified	5.0	5.0	1.0	1.0	0.0	6.0	1.0	3.0	0.0	5.0	0.0	0.0	1.0	1.0	1.0	1.0	11.0	11.0	1.0	0.0	5.0	0.0	2.0	1.0	3.0	6.0	0.0	0.0	6.0	0.0	5.0	3.0	2.0	2.0	2.0	2.0	5.0	11.0	5.0	1.0	3.0	2.0	1.0	4.0	2.0	2.0	4.0	5.0	6.0	3.0	1.0
Bacteria;Bacillota;Bacilli	4545.0	8281.0	4164.0	1906.0	5157.0	3636.0	5399.0	2654.0	502.0	4708.0	14007.0	2156.0	3079.0	1534.0	4192.0	3013.0	1509.0	2754.0	3120.0	11867.0	5190.0	1266.0	2886.0	2417.0	5116.0	1000.0	1971.0	1433.0	11153.0	1417.0	13209.0	2900.0	4769.0	932.0	2778.0	3835.0	3160.0	2488.0	4302.0	20463.0	4704.0	1174.0	6600.0	4135.0	4537.0	2769.0	3049.0	2590.0	2985.0	2882.0	20926.0
Bacteria;Bacillota;Bacillota_incertae_sedis	7.0	5.0	6.0	8.0	3.0	23.0	4.0	4.0	3.0	5.0	0.0	13.0	4.0	21.0	7.0	6.0	5.0	25.0	1.0	7.0	1.0	10.0	12.0	8.0	22.0	25.0	20.0	1.0	6.0	0.0	16.0	10.0	1.0	6.0	5.0	1.0	2.0	23.0	5.0	1.0	13.0	11.0	2.0	12.0	6.0	0.0	4.0	10.0	11.0	2.0	0.0
Bacteria;Bacillota;Clostridia	368.0	405.0	693.0	464.0	692.0	555.0	682.0	532.0	287.0	928.0	1763.0	455.0	365.0	507.0	1488.0	752.0	671.0	561.0	519.0	3052.0	322.0	441.0	486.0	364.0	484.0	307.0	493.0	1039.0	940.0	460.0	1040.0	571.0	863.0	753.0	968.0	596.0	863.0	810.0	819.0	1682.0	802.0	421.0	686.0	619.0	1058.0	619.0	427.0	571.0	527.0	879.0	419.0
Bacteria;Bacillota;Erysipelotrichia	27.0	58.0	25.0	115.0	16.0	123.0	33.0	78.0	34.0	27.0	79.0	104.0	16.0	37.0	300.0	14.0	87.0	65.0	92.0	24.0	13.0	67.0	124.0	81.0	95.0	53.0	81.0	23.0	26.0	13.0	83.0	45.0	27.0	17.0	27.0	12.0	169.0	43.0	62.0	23.0	14.0	81.0	201.0	27.0	40.0	26.0	57.0	56.0	65.0	34.0	26.0
Bacteria;Bacillota;Limnochordia	2.0	1.0	0.0	1.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	4.0	14.0	2.0	4.0	0.0	8.0	2.0	2.0	2.0	0.0	1.0	1.0	5.0	3.0	2.0	2.0	0.0	3.0	10.0	1.0	3.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	4.0	1.0	1.0	0.0	0.0	2.0	6.0	1.0	0.0
Bacteria;Bacillota;Negativicutes	31.0	36.0	82.0	12.0	72.0	16.0	38.0	29.0	45.0	91.0	344.0	39.0	42.0	36.0	143.0	44.0	129.0	18.0	23.0	85.0	31.0	32.0	20.0	14.0	12.0	14.0	29.0	144.0	150.0	25.0	177.0	36.0	115.0	55.0	120.0	76.0	123.0	143.0	45.0	113.0	39.0	45.0	14.0	169.0	130.0	114.0	11.0	18.0	51.0	156.0	45.0
Bacteria;Bacillota;Other	97.0	28.0	42.0	63.0	34.0	65.0	33.0	93.0	11.0	41.0	23.0	55.0	69.0	59.0	26.0	43.0	104.0	99.0	64.0	301.0	47.0	66.0	94.0	103.0	123.0	37.0	101.0	56.0	101.0	15.0	53.0	82.0	55.0	321.0	318.0	45.0	26.0	173.0	214.0	327.0	78.0	50.0	25.0	46.0	122.0	47.0	70.0	90.0	89.0	50.0	0.0
Bacteria;Bacillota;Tissierellia	2.0	0.0	2.0	0.0	2.0	2.0	3.0	3.0	1.0	2.0	0.0	1.0	1.0	4.0	3.0	1.0	1.0	9.0	0.0	0.0	0.0	1.0	5.0	1.0	5.0	2.0	0.0	8.0	2.0	0.0	1.0	4.0	2.0	1.0	6.0	0.0	0.0	5.0	1.0	0.0	2.0	3.0	1.0	0.0	2.0	0.0	13.0	5.0	7.0	0.0	1.0
Bacteria;Bacteroidota;Bacteroidia	31.0	108.0	86.0	83.0	102.0	63.0	123.0	92.0	116.0	119.0	300.0	86.0	32.0	102.0	48.0	66.0	40.0	79.0	95.0	108.0	39.0	103.0	68.0	83.0	89.0	62.0	120.0	170.0	44.0	133.0	99.0	86.0	124.0	102.0	139.0	76.0	51.0	53.0	98.0	138.0	38.0	89.0	70.0	52.0	132.0	95.0	53.0	72.0	82.0	43.0	125.0
Bacteria;Bacteroidota;Chitinophagia	1027.0	206.0	390.0	469.0	1329.0	136.0	338.0	173.0	34.0	346.0	244.0	176.0	398.0	159.0	224.0	562.0	279.0	211.0	195.0	719.0	415.0	241.0	381.0	253.0	136.0	299.0	296.0	1211.0	567.0	178.0	115.0	98.0	308.0	467.0	498.0	525.0	294.0	100.0	398.0	837.0	939.0	200.0	324.0	706.0	647.0	450.0	166.0	144.0	94.0	356.0	539.0
Bacteria;Bacteroidota;Cytophagia	200.0	90.0	113.0	142.0	96.0	276.0	232.0	181.0	20.0	296.0	163.0	144.0	179.0	126.0	56.0	216.0	230.0	195.0	314.0	20.0	97.0	92.0	174.0	306.0	145.0	162.0	143.0	200.0	232.0	192.0	90.0	154.0	210.0	120.0	68.0	152.0	249.0	134.0	57.0	0.0	148.0	176.0	42.0	117.0	171.0	290.0	176.0	170.0	131.0	255.0	1.0
Bacteria;Bacteroidota;Flavobacteriia	81.0	97.0	430.0	176.0	48.0	86.0	372.0	317.0	246.0	282.0	156.0	506.0	384.0	526.0	177.0	91.0	59.0	386.0	71.0	17.0	935.0	167.0	66.0	121.0	102.0	79.0	192.0	404.0	60.0	413.0	44.0	370.0	336.0	85.0	57.0	139.0	180.0	304.0	94.0	217.0	55.0	228.0	73.0	280.0	206.0	446.0	392.0	355.0	274.0	1417.0	9.0
Bacteria;Bacteroidota;Other	55.0	22.0	27.0	26.0	18.0	46.0	42.0	26.0	12.0	79.0	18.0	41.0	19.0	50.0	11.0	57.0	34.0	61.0	16.0	19.0	17.0	20.0	14.0	21.0	15.0	7.0	34.0	26.0	40.0	13.0	15.0	28.0	46.0	16.0	19.0	20.0	28.0	50.0	20.0	0.0	39.0	21.0	10.0	28.0	35.0	35.0	16.0	26.0	30.0	7.0	2.0
Bacteria;Bacteroidota;Saprospiria	0.0	1.0	0.0	2.0	0.0	15.0	0.0	7.0	0.0	0.0	0.0	24.0	0.0	2.0	0.0	0.0	12.0	11.0	3.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	88.0	4.0	10.0	0.0	0.0	0.0	0.0	0.0	26.0	1.0	0.0	0.0	3.0	3.0	0.0	2.0	0.0	12.0	7.0	16.0	0.0	0.0
Bacteria;Bacteroidota;Sphingobacteriia	212.0	37.0	72.0	210.0	115.0	49.0	93.0	26.0	76.0	72.0	49.0	93.0	101.0	14.0	98.0	64.0	49.0	18.0	53.0	103.0	167.0	22.0	106.0	86.0	63.0	85.0	21.0	180.0	179.0	8.0	24.0	45.0	99.0	84.0	53.0	202.0	124.0	25.0	49.0	0.0	117.0	80.0	358.0	131.0	136.0	299.0	62.0	18.0	29.0	128.0	5.0
Bacteria;Balneolota;Balneolia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0
Bacteria;Campylobacterota;Campylobacteria	1.0	5.0	13.0	7.0	6.0	1.0	4.0	3.0	8.0	8.0	22.0	5.0	0.0	4.0	0.0	2.0	0.0	4.0	1.0	5.0	5.0	5.0	2.0	4.0	5.0	4.0	5.0	15.0	0.0	6.0	7.0	5.0	8.0	6.0	5.0	10.0	3.0	3.0	8.0	21.0	1.0	2.0	7.0	1.0	11.0	8.0	4.0	0.0	2.0	0.0	5.0
Bacteria;CandidatusSaccharibacteria;Unclassified	1363.0	567.0	182.0	927.0	279.0	434.0	342.0	777.0	699.0	341.0	948.0	658.0	260.0	822.0	1342.0	751.0	682.0	703.0	291.0	274.0	393.0	980.0	898.0	414.0	762.0	916.0	1055.0	426.0	250.0	339.0	453.0	1649.0	378.0	850.0	931.0	2158.0	1164.0	801.0	739.0	121.0	586.0	856.0	789.0	239.0	473.0	973.0	591.0	724.0	612.0	689.0	13.0
Bacteria;Chlamydiota;Chlamydiia	10.0	16.0	23.0	27.0	12.0	17.0	25.0	18.0	9.0	39.0	0.0	13.0	6.0	12.0	10.0	8.0	26.0	19.0	16.0	1.0	44.0	23.0	4.0	42.0	19.0	4.0	30.0	6.0	7.0	2.0	7.0	19.0	16.0	4.0	2.0	17.0	14.0	13.0	4.0	0.0	51.0	40.0	3.0	3.0	12.0	6.0	35.0	19.0	26.0	9.0	0.0
Bacteria;Chlorobiota;Ignavibacteria	0.0	2.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	1.0	10.0	0.0	0.0
Bacteria;Chloroflexota;Anaerolineae	16.0	38.0	6.0	39.0	1.0	222.0	7.0	99.0	9.0	12.0	1.0	32.0	16.0	29.0	12.0	15.0	294.0	79.0	136.0	1.0	0.0	4.0	171.0	116.0	56.0	61.0	13.0	21.0	6.0	455.0	123.0	95.0	11.0	38.0	14.0	10.0	29.0	106.0	25.0	0.0	8.0	73.0	30.0	3.0	7.0	10.0	84.0	88.0	46.0	17.0	0.0
Bacteria;Chloroflexota;Caldilineae	26.0	14.0	10.0	18.0	9.0	42.0	80.0	27.0	7.0	99.0	15.0	27.0	22.0	24.0	10.0	15.0	35.0	36.0	37.0	2.0	17.0	3.0	39.0	54.0	13.0	16.0	4.0	1.0	13.0	7.0	20.0	33.0	78.0	37.0	14.0	8.0	15.0	46.0	22.0	0.0	15.0	23.0	11.0	17.0	27.0	32.0	21.0	32.0	35.0	19.0	0.0
Bacteria;Chloroflexota;Chloroflexia	111.0	28.0	10.0	81.0	12.0	71.0	34.0	59.0	23.0	131.0	1.0	59.0	36.0	45.0	47.0	195.0	112.0	99.0	52.0	3.0	30.0	21.0	160.0	151.0	70.0	77.0	20.0	34.0	21.0	1.0	50.0	74.0	26.0	85.0	50.0	10.0	30.0	222.0	50.0	1.0	28.0	60.0	69.0	15.0	112.0	33.0	31.0	107.0	130.0	37.0	1.0
